userId,stockSymbol,stockName,fairValue,investmentName,starRating,analystRating,Date,comment
hankmoody789,ACBI,Atlantic Capital Bancshares Inc,14.52,-,-,-,2020-06-22,
hankmoody789,AUB,Atlantic Union Bankshares Corp,26.51,-,-,-,2020-06-22,
hankmoody789,AUBAP,Atlantic Union Bankshares Corp Pref Share,28.02,-,-,-,2020-06-22,
hankmoody789,AY,Atlantica Sustainable Infrastructure PLC,28.2,-,-,-,2020-06-22,
hankmoody789,ATLC,Atlanticus Holdings Corp,15.66,-,-,-,2020-06-22,
hankmoody789,AAWW,Atlas Air Worldwide Holdings Inc,52.21,-,-,-,2020-06-22,
hankmoody789,AFH,Atlas Financial Holdings Inc,1.7,-,-,-,2020-06-22,
hankmoody789,ATCX,Atlas Technical Consultants Inc Ordinary Shares - Class A,11.58,-,-,-,2020-06-22,
hankmoody789,ATCXW,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,TEAM,Atlassian Corporation PLC A,150,-,-,-,2020-06-22,
hankmoody789,ATNI,ATN International Inc,60.73,-,-,-,2020-06-22,
hankmoody789,ATOM,Atomera Inc,10.26,-,-,-,2020-06-22,
hankmoody789,ATOS,Atossa Therapeutics Inc,4.02,-,-,-,2020-06-22,
hankmoody789,BCEL,Atreca Inc,22.92,-,-,-,2020-06-22,
hankmoody789,ATRC,AtriCure Inc,43.66,-,-,-,2020-06-22,
hankmoody789,ATRI,Atrion Corp,553.99,-,-,-,2020-06-22,
hankmoody789,LIFE,aTyr Pharma Inc,7.27,-,-,-,2020-06-22,
hankmoody789,AUBN,Auburn National Bancorp Inc,68.72,-,-,-,2020-06-22,
hankmoody789,AUDC,AudioCodes Ltd,27.85,-,-,-,2020-06-22,
hankmoody789,AEYE,AudioEye Inc,10.72,-,-,-,2020-06-22,
hankmoody789,AUPH,Aurinia Pharmaceuticals Inc,15.44,-,-,-,2020-06-22,
hankmoody789,EARS,Auris Medical Holding Ltd,1.5,-,-,-,2020-06-22,
hankmoody789,JG,Aurora Mobile Ltd ADR,2.22,-,-,-,2020-06-22,
hankmoody789,ADSK,Autodesk Inc,198,-,-,-,2020-06-22,
hankmoody789,AUTL,Autolus Therapeutics PLC ADR,17.89,-,-,-,2020-06-22,
hankmoody789,ADP,Automatic Data Processing Inc,136,-,-,-,2020-06-22,
hankmoody789,AUTO,AutoWeb Inc,2.37,-,-,-,2020-06-22,
hankmoody789,AVDL,Avadel Pharmaceuticals PLC ADR,9.87,-,-,-,2020-06-22,
hankmoody789,AHIX,Aluf Holdings Inc,0,-,-,-,2020-06-22,
hankmoody789,AVCO,Avalon Globocare Corp,1.6,-,-,-,2020-06-22,
hankmoody789,ATXI,Avenue Therapeutics Inc,10.14,-,-,-,2020-06-22,
hankmoody789,AVEO,AVEO Pharmaceuticals Inc,6.16,-,-,-,2020-06-22,
hankmoody789,AVNW,Aviat Networks Inc,21.56,-,-,-,2020-06-22,
hankmoody789,CDMO,Avid Bioservices Inc,6.56,-,-,-,2020-06-22,
hankmoody789,CDMOP,Avid Bioservices Inc Pref Share,29.11,-,-,-,2020-06-22,
hankmoody789,AVID,Avid Technology Inc,8.36,-,-,-,2020-06-22,
hankmoody789,RNA,Avidity Biosciences Inc Ordinary Shares,24.01,-,-,-,2020-06-22,
hankmoody789,AVGR,Avinger Inc,0.71,-,-,-,2020-06-22,
hankmoody789,CAR,Avis Budget Group Inc,36.23,-,-,-,2020-06-22,
hankmoody789,RCEL,Avita Medical Ltd ADR,8.41,-,-,-,2020-06-22,
hankmoody789,AVT,Avnet Inc,38,-,-,-,2020-06-22,
hankmoody789,AVRO,Avrobio Inc,25.76,-,-,-,2020-06-22,
hankmoody789,AWRE,Aware Inc,3.76,-,-,-,2020-06-22,
hankmoody789,ACLS,Axcelis Technologies Inc,32.09,-,-,-,2020-06-22,
hankmoody789,AXLA,Axcella Health Inc,6.58,-,-,-,2020-06-22,
hankmoody789,AXGN,Axogen Inc,12.19,-,-,-,2020-06-22,
hankmoody789,AAXN,Axon Enterprise Inc,72.74,-,-,-,2020-06-22,
hankmoody789,AXNX,Axonics Modulation Technologies Inc,34.88,-,-,-,2020-06-22,
hankmoody789,AXGT,Axovant Gene Therapies Ltd,4.3,-,-,-,2020-06-22,
hankmoody789,AXSM,Axsome Therapeutics Inc,64.15,-,-,-,2020-06-22,
hankmoody789,AXTI,AXT Inc,6.52,-,-,-,2020-06-22,
hankmoody789,AYLA,Ayala Pharmaceuticals Inc Ordinary Shares,11.05,-,-,-,2020-06-22,
hankmoody789,AYRO,AYRO Inc Ordinary Shares,3.34,-,-,-,2020-06-22,
hankmoody789,AYTU,Aytu BioScience Inc,2.52,-,-,-,2020-06-22,
hankmoody789,AZRX,AzurRx BioPharma Inc,1.01,-,-,-,2020-06-22,
hankmoody789,BCOM,B Communications Ltd,3.38,-,-,-,2020-06-22,
hankmoody789,RILY,B. Riley Financial Inc,25.1,-,-,-,2020-06-22,
hankmoody789,RILYG,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,RILYH,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,RILYI,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,RILYM,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,RILYN,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,RILYO,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,RILYP,B. Riley Financial Inc Pref Share,25.04,-,-,-,2020-06-22,
hankmoody789,RILYZ,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,BOSC,BOS Better Online Solutions Ltd,4.16,-,-,-,2020-06-22,
hankmoody789,BIDU,Baidu Inc ADR,191,-,-,-,2020-06-22,
hankmoody789,BCPC,Balchem Corp,86,-,-,-,2020-06-22,
hankmoody789,BLDP,Ballard Power Systems Inc,9.71,-,-,-,2020-06-22,
hankmoody789,BANF,BancFirst Corp,47.68,-,-,-,2020-06-22,
hankmoody789,BANFP,BFC Capital Trust II Pref Share,—,-,-,-,2020-06-22,
hankmoody789,BCTF,Bancorp 34 Inc,14.28,-,-,-,2020-06-22,
hankmoody789,BAND,Bandwidth Inc Class A,106.09,-,-,-,2020-06-22,
hankmoody789,BFC,Bank First Corp,66.98,-,-,-,2020-06-22,
hankmoody789,BOCH,Bank of Commerce Holdings Inc,8.59,-,-,-,2020-06-22,
hankmoody789,BMRC,Bank of Marin Bancorp,34.85,-,-,-,2020-06-22,
hankmoody789,BMLP,-,0,BMO Dorsey Wright MLP Index Exchange Traded Notes,-,-,2020-06-22,
hankmoody789,BKSC,Bank of South Carolina Corp,17.02,-,-,-,2020-06-22,
hankmoody789,BOTJ,Bank of the James Financial Group Inc,12.85,-,-,-,2020-06-22,
hankmoody789,OZK,Bank OZK,29.07,-,-,-,2020-06-22,
hankmoody789,BSVN,Bank7 Corp,15.36,-,-,-,2020-06-22,
hankmoody789,BFIN,BankFinancial Corp,9.29,-,-,-,2020-06-22,
hankmoody789,BWFG,Bankwell Financial Group Inc,20.37,-,-,-,2020-06-22,
hankmoody789,BANR,Banner Corp,43.58,-,-,-,2020-06-22,
hankmoody789,BZUN,Baozun Inc ADR,41.57,-,-,-,2020-06-22,
hankmoody789,DFVL,-,0,iPath® US Treasury 5-year Bull ETN,-,-,2020-06-22,
hankmoody789,DFVS,-,0,iPath® US Treasury 5-year Bear ETN,-,-,2020-06-22,
hankmoody789,DTUL,-,0,iPath® US Treasury 2-year Bull ETN,-,-,2020-06-22,
hankmoody789,DTUS,-,0,iPath® US Treasury 2-year Bear ETN,-,-,2020-06-22,
hankmoody789,DTYL,-,0,iPath® US Treasury 10-year Bull ETN,-,-,2020-06-22,
hankmoody789,FLT,Fleetcor Technologies Inc,225.78,-,-,-,2020-06-22,
hankmoody789,STPP,-,0,iPath® US Treasury Steepener ETN,-,-,2020-06-22,
hankmoody789,TAPR,-,0,Barclays Inverse US Treasury Aggregate ETN,-,-,2020-06-22,
hankmoody789,BBSI,Barrett Business Services Inc,66.35,-,-,-,2020-06-22,
hankmoody789,GOLD,Barrick Gold Corp,15,-,-,-,2020-06-22,
hankmoody789,BSET,Bassett Furniture Industries Inc,10.19,-,-,-,2020-06-22,
hankmoody789,ZTEST,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,BXRX,Baudax Bio Inc Ordinary Shares,3.63,-,-,-,2020-06-22,
hankmoody789,BCML,BayCom Corp,17.14,-,-,-,2020-06-22,
hankmoody789,BBQ,BBQ Holdings Inc,5.21,-,-,-,2020-06-22,
hankmoody789,BCBP,BCB Bancorp Inc,10.45,-,-,-,2020-06-22,
hankmoody789,BECN,Beacon Roofing Supply Inc,41.4,-,-,-,2020-06-22,
hankmoody789,BEAM,Beam Therapeutics Inc,26.84,-,-,-,2020-06-22,
hankmoody789,BBGI,Beasley Broadcast Group Inc Class A,5.58,-,-,-,2020-06-22,
hankmoody789,BBBY,Bed Bath &amp, Beyond Inc,11.3,-,-,2020-06-22,-
hankmoody789,BGNE,BeiGene Ltd ADR,172.33,-,-,-,2020-06-22,
hankmoody789,BELFA,-,14.12,-,-,-,2020-06-22,
hankmoody789,BELFB,Bel Fuse Inc Class B,13.47,-,-,-,2020-06-22,
hankmoody789,BLPH,Bellerophon Therapeutics Inc,12.79,-,-,-,2020-06-22,
hankmoody789,BLCM,Bellicum Pharmaceuticals Inc,10.26,-,-,-,2020-06-22,
hankmoody789,BLU,BELLUS Health Inc,10.07,-,-,-,2020-06-22,
hankmoody789,BNFT,Benefitfocus Inc,16.11,-,-,-,2020-06-22,
hankmoody789,BFYT,Benefytt Technologies Inc Class A,22.41,-,-,-,2020-06-22,
hankmoody789,BNTC,Benitec Biopharma Inc Ordinary Shares,11.81,-,-,-,2020-06-22,
hankmoody789,BRY,Berry Corp (bry),7.78,-,-,-,2020-06-22,
hankmoody789,BWMX,Betterware de Mexico SAPI de CV Ordinary Shares,8.07,-,-,-,2020-06-22,
hankmoody789,XAIR,Beyond Air Inc,8.86,-,-,-,2020-06-22,
hankmoody789,BYND,Beyond Meat Inc,60,-,-,-,2020-06-22,
hankmoody789,BYSI,BeyondSpring Inc,13.12,-,-,-,2020-06-22,
hankmoody789,BGCP,BGC Partners Inc Class A,3.84,-,-,-,2020-06-22,
hankmoody789,BCYC,Bicycle Therapeutics PLC ADR,16.42,-,-,-,2020-06-22,
hankmoody789,BGFV,Big 5 Sporting Goods Corp,4.84,-,-,-,2020-06-22,
hankmoody789,BRPA,Big Rock Partners Acquisition Corp,9.14,-,-,-,2020-06-22,
hankmoody789,BRPAR,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,BRPAU,Big Rock Partners Acquisition Corp Units (1 Ord &amp, 1 War),12.44,-,-,2020-06-22,-
hankmoody789,BRPAW,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,BILI,Bilibili Inc ADR,34.78,-,-,-,2020-06-22,
hankmoody789,BASI,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,BCDA,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,BCDAW,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,BIOC,Biocept Inc,1.26,-,-,-,2020-06-22,
hankmoody789,BCRX,BioCryst Pharmaceuticals Inc,4.4,-,-,-,2020-06-22,
hankmoody789,BDSI,BioDelivery Sciences International Inc,5.04,-,-,-,2020-06-22,
hankmoody789,BFRA,Biofrontera AG ADR,8.13,-,-,-,2020-06-22,
hankmoody789,BIIB,Biogen Inc,389,-,-,-,2020-06-22,
hankmoody789,BHTG,BioHiTech Global Inc,1.72,-,-,-,2020-06-22,
hankmoody789,BKYI,BIO-key International Inc,1.02,-,-,-,2020-06-22,
hankmoody789,BIOL,Biolase Inc,0.74,-,-,-,2020-06-22,
hankmoody789,BLFS,BioLife Solutions Inc,13.99,-,-,-,2020-06-22,
hankmoody789,BLRX,BioLine Rx Ltd ADR,2.54,-,-,-,2020-06-22,
hankmoody789,BMRN,Biomarin Pharmaceutical Inc,119,-,-,-,2020-06-22,
hankmoody789,BMRA,Biomerica Inc,6.34,-,-,-,2020-06-22,
hankmoody789,BNGO,Bionano Genomics Inc,0.7,-,-,-,2020-06-22,
hankmoody789,BNGOW,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,BVXV,BiondVax Pharmaceuticals Ltd ADR,24.2,-,-,-,2020-06-22,
hankmoody789,BNTX,BioNTech SE ADR,35.16,-,-,-,2020-06-22,
hankmoody789,BPTH,Bio-Path Holdings Inc,7.62,-,-,-,2020-06-22,
hankmoody789,BSGM,BioSig Technologies Inc,9.67,-,-,-,2020-06-22,
hankmoody789,BSTC,BioSpecifics Technologies Corp,54.89,-,-,-,2020-06-22,
hankmoody789,TECH,Bio-Techne Corp,—,-,-,-,2020-06-22,
hankmoody789,BEAT,BioTelemetry Inc,45.33,-,-,-,2020-06-22,
hankmoody789,BIVI,BioVie Inc,15.28,-,-,-,2020-06-22,
hankmoody789,BTAI,BioXcel Therapeutics Inc,44.19,-,-,-,2020-06-22,
hankmoody789,BJRI,BJ's Restaurants Inc,29.3,-,-,-,2020-06-22,
hankmoody789,BDTX,Black Diamond Therapeutics Inc Ordinary Shares,40.24,-,-,-,2020-06-22,
hankmoody789,BLKB,Blackbaud Inc,66,-,-,-,2020-06-22,
hankmoody789,BL,BlackLine Inc,58,-,-,-,2020-06-22,
hankmoody789,BKCC,BlackRock Capital Investment Corp,3.71,-,-,-,2020-06-22,
hankmoody789,TCPC,BlackRock TCP Capital Corp,11.96,-,-,-,2020-06-22,
hankmoody789,BLNK,Blink Charging Co,2.45,-,-,-,2020-06-22,
hankmoody789,BLNKW,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,BLMN,Bloomin Brands Inc,15.29,-,-,-,2020-06-22,
hankmoody789,BCOR,Blucora Inc,17.7,-,-,-,2020-06-22,
hankmoody789,BLBD,Blue Bird Corp,17.15,-,-,-,2020-06-22,
hankmoody789,BHAT,Blue Hat Interactive Entertainment Technology,1.85,-,-,-,2020-06-22,
hankmoody789,BLUE,bluebird bio Inc,77.63,-,-,-,2020-06-22,
hankmoody789,BKEP,Blueknight Energy Partners LP,2,-,-,-,2020-06-22,
hankmoody789,BKEPP,Blueknight Energy Partners LP Pref Share,7.77,-,-,-,2020-06-22,
hankmoody789,BPMC,Blueprint Medicines Corp,73.41,-,-,-,2020-06-22,
hankmoody789,ITEQ,-,0,BlueStar Israel Technology ETF,3,-,2020-06-22,
hankmoody789,BMCH,BMC Stock Holdings Inc,28.73,-,-,-,2020-06-22,
hankmoody789,BSBK,Bogota Financial Corp,9.96,-,-,-,2020-06-22,
hankmoody789,WIFI,Boingo Wireless Inc,14.92,-,-,-,2020-06-22,
hankmoody789,BOKF,BOK Financial Corp,72.21,-,-,-,2020-06-22,
hankmoody789,BOKFL,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,BNSO,Bonso Electronics International Inc,3.31,-,-,-,2020-06-22,
hankmoody789,BKNG,Booking Holdings Inc,1950,-,-,-,2020-06-22,
hankmoody789,BIMI,BOQI International Medical Inc,3.62,-,-,-,2020-06-22,
hankmoody789,BRQS,Borqs Technologies Inc,2.6,-,-,-,2020-06-22,
hankmoody789,BOMN,Boston Omaha Corp Class A,17.73,-,-,-,2020-06-22,
hankmoody789,BPFH,Boston Private Financial Holdings Inc,8.15,-,-,-,2020-06-22,
hankmoody789,EPAY,Bottomline Technologies Inc,45.88,-,-,-,2020-06-22,
hankmoody789,BOXL,Boxlight Corp,1.23,-,-,-,2020-06-22,
hankmoody789,BBRX,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,BCLI,Brainstorm Cell Therapeutics Inc,9.64,-,-,-,2020-06-22,
hankmoody789,BWAY,Brainsway Ltd ADR,8.3,-,-,-,2020-06-22,
hankmoody789,BCTXF,BriaCell Therapeutics Corp,6.79,-,-,-,2020-06-22,
hankmoody789,BBI,Brickell Biotech Inc,1.95,-,-,-,2020-06-22,
hankmoody789,BDGE,Bridge Bancorp Inc,25.24,-,-,-,2020-06-22,
hankmoody789,BBIO,BridgeBio Pharma Inc,27.68,-,-,-,2020-06-22,
hankmoody789,BLIN          ,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,BWB,Bridgewater Bancshares Inc,11.07,-,-,-,2020-06-22,
hankmoody789,BRID,Bridgford Foods Corp,21.25,-,-,-,2020-06-22,
hankmoody789,BCOV,Brightcove Inc,9.83,-,-,-,2020-06-22,
hankmoody789,BHF,Brighthouse Financial Inc,53.55,-,-,-,2020-06-22,
hankmoody789,BHFAL,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,BHFAO,Brighthouse Financial Inc Pref Share,43.47,-,-,-,2020-06-22,
hankmoody789,BHFAP,Brighthouse Financial Inc Pref Share,44.23,-,-,-,2020-06-22,
hankmoody789,AVGO,Broadcom Inc,310,-,-,-,2020-06-22,
hankmoody789,AVGOP,Broadcom Inc Pref Share,1079.45,-,-,-,2020-06-22,
hankmoody789,BYFC,Broadway Financial Corp,3.73,-,-,-,2020-06-22,
hankmoody789,BWEN,Broadwind Inc,3.98,-,-,-,2020-06-22,
hankmoody789,BROG,Brooge Energy Ltd,7.19,-,-,-,2020-06-22,
hankmoody789,BROGW,-,0,-,-,-,2020-06-22,No result in autocomplete search
hankmoody789,BPY,Brookfield Property Partners LP,19.76,-,-,-,2020-06-22,
hankmoody789,BPYPN,Brookfield Property Partners LP Pref Share,33.18,-,-,-,2020-06-22,
hankmoody789,BPYPO,Brookfield Property Partners LP Pref Share,36.36,-,-,-,2020-06-22,
hankmoody789,BPYPP,Brookfield Property Partners LP Pref Share,36.51,-,-,-,2020-06-22,
hankmoody789,BPYU,Brookfield Property REIT Inc,—,-,-,-,2020-06-22,
hankmoody789,BPYUP,Brookfield Property REIT Inc Pref Share,31.52,-,-,-,2020-06-22,
hankmoody789,BRKL,Brookline Bancorp Inc,10.78,-,-,-,2020-06-22,
hankmoody789,BRKS,Brooks Automation Inc,42.36,-,-,-,2020-06-22,
hankmoody789,BRP,BRP Group Inc Class A,14.14,-,-,-,2020-06-22,
hankmoody789,DOOO,BRP Inc,35.5,-,-,-,2020-06-22,
hankmoody789,BRKR,Bruker Corp,35.81,-,-,-,2020-06-22,
hankmoody789,BMTC,Bryn Mawr Bank Corp,29.81,-,-,-,2020-06-22,
hankmoody789,BSQR,BSQUARE Corp,2.07,-,-,-,2020-06-22,
hankmoody789,BLDR,Builders FirstSource Inc,27.61,-,-,-,2020-06-22,
hankmoody789,BNR,Burning Rock Biotech Ltd ADR,21.02,-,-,-,2020-06-22,
hankmoody789,BFST,Business First Bancshares Inc,21.28,-,-,-,2020-06-22,
hankmoody789,CFFI,C&F Financial Corp,40.65,-,-,-,2020-06-22,
hankmoody789,CHRW,C.H. Robinson Worldwide Inc,76,-,-,-,2020-06-22,
hankmoody789,CABA,Cabaletta Bio Inc Ordinary Shares,11.75,-,-,-,2020-06-22,
hankmoody789,CCMP,Cabot Microelectronics Corp,138.61,-,-,-,2020-06-22,
hankmoody789,CDNS,Cadence Design Systems Inc,48,-,-,-,2020-06-22,
hankmoody789,CDZI,Cadiz Inc,9.32,-,-,-,2020-06-23,
hankmoody789,CZR,Caesars Entertainment Corp,5.7,-,-,-,2020-06-23,
hankmoody789,CSTE,Caesarstone Ltd,13.6,-,-,-,2020-06-23,
hankmoody789,CLBS,Caladrius Biosciences Inc,2.53,-,-,-,2020-06-23,
hankmoody789,CHY,-,0,-,-,-,2020-06-23,Investment Name field not found
hankmoody789,CHI,-,0,-,-,-,2020-06-23,Investment Name field not found
hankmoody789,CCD,-,0,-,-,-,2020-06-23,Investment Name field not found
hankmoody789,CHW,-,0,-,-,-,2020-06-23,Investment Name field not found
hankmoody789,CGO,-,0,-,-,-,2020-06-23,Investment Name field not found
hankmoody789,CPZ,-,0,-,-,-,2020-06-23,Investment Name field not found
hankmoody789,CSQ,-,0,-,-,-,2020-06-23,Investment Name field not found
hankmoody789,CAMP,CalAmp Corp,11.39,-,-,-,2020-06-23,
hankmoody789,CVGW,Calavo Growers Inc,66.94,-,-,-,2020-06-23,
hankmoody789,CALB,California Bancorp,19.81,-,-,-,2020-06-23,
hankmoody789,CALA,Calithera Biosciences Inc,6.12,-,-,-,2020-06-23,
hankmoody789,CALT,Calliditas Therapeutics AB ADR,16.75,-,-,-,2020-06-23,
hankmoody789,CALM,Cal-Maine Foods Inc,43.71,-,-,-,2020-06-23,
hankmoody789,CLMT,Calumet Specialty Products Partners LP,4.04,-,-,-,2020-06-23,
hankmoody789,CLXT,Calyxt Inc,6.74,-,-,-,2020-06-23,
hankmoody789,CMBM,Cambium Networks Corp,10.16,-,-,-,2020-06-23,
hankmoody789,CATC,Cambridge Bancorp,66.26,-,-,-,2020-06-23,
hankmoody789,CAC,Camden National Corp,38.15,-,-,-,2020-06-23,
hankmoody789,CAMT,Camtek Ltd,12.98,-,-,-,2020-06-23,
hankmoody789,CAN,Canaan Inc ADR,3.26,-,-,-,2020-06-23,
hankmoody789,CSIQ,Canadian Solar Inc,24.9,-,-,-,2020-06-23,
hankmoody789,CGIX,Cancer Genetics Inc,6.05,-,-,-,2020-06-23,
hankmoody789,CPHC,Canterbury Park Holding Corp,14.72,-,-,-,2020-06-23,
hankmoody789,CBNK,Capital Bancorp Inc,12.68,-,-,-,2020-06-23,
hankmoody789,CCBG,Capital City Bank Group Inc,23.77,-,-,-,2020-06-23,
hankmoody789,CPLP,Capital Product Partners LP,12.27,-,-,-,2020-06-23,
hankmoody789,CSWC,Capital Southwest Corp,16.37,-,-,-,2020-06-23,
hankmoody789,CSWCL,-,0,-,-,-,2020-06-23,No result in autocomplete search
hankmoody789,CPTA,Capitala Finance Corp,3.86,-,-,-,2020-06-23,
hankmoody789,CPTAG,-,0,-,-,-,2020-06-23,No result in autocomplete search
hankmoody789,CPTAL,-,0,-,-,-,2020-06-23,No result in autocomplete search
hankmoody789,CFFN,Capitol Federal Financial Inc,11.03,-,-,-,2020-06-23,
hankmoody789,CAPR,Capricor Therapeutics Inc,5.41,-,-,-,2020-06-23,
hankmoody789,CSTR,CapStar Financial Holdings Inc,14.84,-,-,-,2020-06-23,
hankmoody789,CPST,Capstone Turbine Corp,4.09,-,-,-,2020-06-23,
hankmoody789,CARA,Cara Therapeutics Inc,19.43,-,-,-,2020-06-23,
hankmoody789,CRDF,Cardiff Oncology Inc,3.31,-,-,-,2020-06-23,
hankmoody789,CSII,Cardiovascular Systems Inc,32.26,-,-,-,2020-06-23,
hankmoody789,CDLX,Cardlytics Inc,65.66,-,-,-,2020-06-23,
hankmoody789,CATM,Cardtronics PLC,28.6,-,-,-,2020-06-23,
hankmoody789,CDNA,CareDx Inc,27.58,-,-,-,2020-06-23,
hankmoody789,CTRE,CareTrust REIT Inc,24.67,-,-,-,2020-06-23,
hankmoody789,CARG,CarGurus Inc Class A,21.82,-,-,-,2020-06-23,
hankmoody789,TAST,Carrols Restaurant Group Inc,8.14,-,-,-,2020-06-23,
hankmoody789,CARE,Carter Bank &amp Trust,11.85,-,-,-,2020-06-23,
hankmoody789,CARV,Carver Bancorp Inc,11.9,-,-,-,2020-06-23,
hankmoody789,CASA,Casa Systems Inc,6.76,-,-,-,2020-06-23,
hankmoody789,CWST,Casella Waste Systems Inc Class A,41.97,-,-,-,2020-06-23,
hankmoody789,CASY,Casey's General Stores Inc,147.26,-,-,-,2020-06-23,
hankmoody789,CASI,CASI Pharmaceuticals Inc,2.97,-,-,-,2020-06-23,
hankmoody789,CASS,Cass Information Systems Inc,42,-,-,-,2020-06-23,
hankmoody789,SAVA,Cassava Sciences Inc,3.19,-,-,-,2020-06-23,
hankmoody789,CSTL,Castle Biosciences Inc,31.8,-,-,-,2020-06-23,
hankmoody789,CTRM,Castor Maritime Inc Ordinary Shares,1.04,-,-,-,2020-06-23,
hankmoody789,CATB,Catabasis Pharmaceuticals Inc,8.55,-,-,-,2020-06-23,
hankmoody789,CBIO,Catalyst Biosciences Inc,9,-,-,-,2020-06-23,
hankmoody789,CPRX,Catalyst Pharmaceuticals Inc,5.59,-,-,-,2020-06-23,
hankmoody789,CATS,Catasys Inc,24.37,-,-,-,2020-06-23,
hankmoody789,CATY,Cathay General Bancorp,31.23,-,-,-,2020-06-23,
hankmoody789,CVCO,Cavco Industries Inc,200.59,-,-,-,2020-06-23,
hankmoody789,CBFV,CB Financial Services Inc,28.95,-,-,-,2020-06-23,
hankmoody789,CBAT,CBAK Energy Technology Inc,1.03,-,-,-,2020-06-23,
hankmoody789,CBMB,CBM Bancorp Inc,13.41,-,-,-,2020-06-23,
hankmoody789,CBOE,Cboe Global Markets Inc,92.91,-,-,-,2020-06-23,
hankmoody789,CBTX,CBTX Inc,25.65,-,-,-,2020-06-23,
hankmoody789,CDK,CDK Global Inc,44.21,-,-,-,2020-06-23,
hankmoody789,CDW,CDW Corp,110.52,-,-,-,2020-06-23,
hankmoody789,CECE,CECO Environmental Corp,7.52,-,-,-,2020-06-23,
hankmoody789,CELC,Celcuity Inc,8.64,-,-,-,2020-06-23,
hankmoody789,CLDX,Celldex Therapeutics Inc,12.58,-,-,-,2020-06-23,
hankmoody789,APOP,Cellect Biotechnology Ltd ADR,4.38,-,-,-,2020-06-23,
hankmoody789,APOPW,-,0,-,-,-,2020-06-23,No result in autocomplete search
hankmoody789,CLRB,Cellectar Biosciences Inc,1.24,-,-,-,2020-06-23,
hankmoody789,CLRBZ,-,0,-,-,-,2020-06-23,No result in autocomplete search
hankmoody789,CLLS,Cellectis SA ADR,22.68,-,-,-,2020-06-23,
hankmoody789,CBMG,Cellular Biomedicine Group Inc,13.71,-,-,-,2020-06-23,
hankmoody789,CLSN,Celsion Corp,3.98,-,-,-,2020-06-23,
hankmoody789,CELH,Celsius Holdings Inc,8.54,-,-,-,2020-06-23,
hankmoody789,CYAD,Celyad Oncology ADR,12.79,-,-,-,2020-06-23,
hankmoody789,CETX,Cemtrex Inc,3.37,-,-,-,2020-06-23,
hankmoody789,CETXP,Cemtrex Inc Pref Share,3.88,-,-,-,2020-06-23,
hankmoody789,CETXW,-,0,-,-,-,2020-06-23,No result in autocomplete search
hankmoody789,CDEV,Centennial Resource Development Inc A,1.74,-,-,-,2020-06-23,
hankmoody789,CNTG,Centogene NV Ordinary Shares,21.22,-,-,-,2020-06-23,
hankmoody789,CETV,Central European Media Enterprises Ltd Class A,4.51,-,-,-,2020-06-23,
hankmoody789,CFBK,Central Federal Corp,12.94,-,-,-,2020-06-23,
hankmoody789,CENT,Central Garden &  Pet Co,35.56,-,-,-,2020-06-23,
hankmoody789,CENTA,Central Garden &  Pet Co Class A,33.33,-,-,-,2020-06-23,
hankmoody789,CVCY,Central Valley Community Bancorp,17.79,-,-,-,2020-06-23,
hankmoody789,CNTX,-,0,-,-,-,2020-06-23,No result in autocomplete search
hankmoody789,CENX,Century Aluminum Co,9.21,-,-,-,2020-06-23,
hankmoody789,CNBKA,Century Bancorp Inc Class A,83.76,-,-,-,2020-06-23,
hankmoody789,CNTY,Century Casinos Inc,7.11,-,-,-,2020-06-23,
hankmoody789,CRNT,Ceragon Networks Ltd,2.95,-,-,-,2020-06-23,
hankmoody789,CERC,Cerecor Inc,2.63,-,-,-,2020-06-23,
hankmoody789,CRNC,Cerence Inc Ordinary Shares,47.39,-,-,-,2020-06-23,
hankmoody789,CERN,Cerner Corp,78,-,-,-,2020-06-23,
hankmoody789,CERS,Cerus Corp,6.35,-,-,-,2020-06-23,
hankmoody789,CEVA,CEVA Inc,34.88,-,-,-,2020-06-23,
hankmoody789,CFFA,CF Finance Acquisition Corp Class A,9.8,-,-,-,2020-06-23,
hankmoody789,,-,—,-,-,-,2020-06-23,
