Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
TTEK,"Tetra Tech, Inc.",74.45,$4.02B,1991,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/ttek
TTPH,"Tetraphase Pharmaceuticals, Inc.",2.33,$16.92M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ttph
TCBI,"Texas Capital Bancshares, Inc.",32.54,$1.64B,2003,Finance,Major Banks,https://old.nasdaq.com/symbol/tcbi
TCBIL,"Texas Capital Bancshares, Inc.",25.17,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tcbil
TCBIP,"Texas Capital Bancshares, Inc.",24.72,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tcbip
TXN,Texas Instruments Incorporated,123.97,$113.78B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/txn
TXRH,"Texas Roadhouse, Inc.",52.06,$3.61B,2004,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/txrh
TFFP,"TFF Pharmaceuticals, Inc.",5.25,$98.03M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tffp
TFSL,TFS Financial Corporation,14.91,$4.18B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/tfsl
TGTX,"TG Therapeutics, Inc.",17.19,$1.97B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tgtx
WTER,The Alkaline Water Company Inc.,1.27,$75.25M,n/a,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/wter
ANDE,"The Andersons, Inc.",13.77,$453.03M,n/a,Consumer Services,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/ande
TBBK,"The Bancorp, Inc.",8.985,$515.97M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tbbk
BPRN,The Bank of Princeton,19.1,$129.33M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bprn
CG,The Carlyle Group Inc.,29.38,$10.24B,2012,Finance,Investment Managers,https://old.nasdaq.com/symbol/cg
CAKE,The Cheesecake Factory Incorporated,24.23,$1.1B,1992,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/cake
CHEF,"The Chefs&#39; Warehouse, Inc.",16.08,$591.76M,2011,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/chef
TCFC,The Community Financial Corporation,23.15,$136.86M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tcfc
DSGX,The Descartes Systems Group Inc.,49.29,$4.15B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/dsgx
DXYN,"The Dixie Group, Inc.",0.78,$12.33M,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/dxyn
ENSG,"The Ensign Group, Inc.",41.99,$2.25B,2007,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/ensg
XONE,The ExOne Company,9.05,$148.92M,2013,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/xone
FBMS,"The First Bancshares, Inc.",21.79,$466.28M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fbms
FLIC,The First of Long Island Corporation,15.35,$366.03M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/flic
GT,The Goodyear Tire & Rubber Company,9.42,$2.19B,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/gt
HCKT,"The Hackett Group, Inc.",13.55,$406.18M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/hckt
HAIN,"The Hain Celestial Group, Inc.",30.23,$3.08B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/hain
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",3.86,$23.68M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cuba
INTG,The Intergroup Corporation,26.99,$62.06M,n/a,Consumer Services,Building operators,https://old.nasdaq.com/symbol/intg
JYNT,The Joint Corp.,16.27,$226.85M,2014,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/jynt
KHC,The Kraft Heinz Company,31.8,$38.85B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/khc
OLD,The Long-Term Care ETF,23.7504,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/old
LOVE,The Lovesac Company,20.7,$300.58M,2018,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/love
MEET,"The Meet Group, Inc.",6.2,$445.18M,n/a,Consumer Services,Advertising,https://old.nasdaq.com/symbol/meet
MIK,"The Michaels Companies, Inc.",5.54,$816.26M,2014,Consumer Services,Recreational Products/Toys,https://old.nasdaq.com/symbol/mik
MIDD,The Middleby Corporation,73.36,$4.08B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/midd
STKS,"The ONE Group Hospitality, Inc.",2.05,$59.1M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/stks
PECK,"The Peck Company Holdings, Inc.",3.67,$19.44M,2016,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/peck
PNTG,"The Pennant Group, Inc.",24.68,$688.78M,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/pntg
PRSC,The Providence Service Corporation,76.62,$985M,2003,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/prsc
REAL,"The RealReal, Inc.",12.54,$1.09B,2019,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/real
RMR,The RMR Group Inc.,31.07,$972.94M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/rmr
RUBI,"The Rubicon Project, Inc.",6.98,$749.7M,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/rubi
SHYF,"The Shyft Group, Inc.",15.87,$558.04M,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/shyf
SMPL,The Simply Good Foods Company,16.995,$1.62B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/smpl
TTD,"The Trade Desk, Inc.",354.51,$16.33B,2016,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ttd
YORW,The York Water Company,43.74,$569.73M,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/yorw
NCTY,The9 Limited,0.71,$29.65M,2004,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ncty
TXMD,"TherapeuticsMD, Inc.",1.37,$372.21M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/txmd
TRPX,Therapix Biosciences Ltd.,0.805,$4.6M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/trpx
THTX,Theratechnologies Inc.,1.86,$143.16M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/thtx
TBPH,"Theravance Biopharma, Inc.",25.25,$1.59B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tbph
THMO,"ThermoGenesis Holdings, Inc.",5.62,$35.77M,n/a,Capital Goods,Medical Specialities,https://old.nasdaq.com/symbol/thmo
TCRD,"THL Credit, Inc.",3.02,$106.6M,2010,n/a,n/a,https://old.nasdaq.com/symbol/tcrd
THBR,"Thunder Bridge Acquisition II, Ltd.",9.9099,$427.36M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thbr
THBRU,"Thunder Bridge Acquisition II, Ltd.",10.55,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thbru
THBRW,"Thunder Bridge Acquisition II, Ltd.",1.1,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thbrw
TLRY,"Tilray, Inc.",8.42,$1.05B,2018,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/tlry
TSBK,"Timberland Bancorp, Inc.",17.14,$142.42M,n/a,Finance,Banks,https://old.nasdaq.com/symbol/tsbk
TIPT,Tiptree Inc.,6.07,$208.33M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/tipt
TITN,Titan Machinery Inc.,10.36,$231.17M,2007,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/titn
TMDI,Titan Medical Inc.,1.14,$68.32M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tmdi
TTNP,"Titan Pharmaceuticals, Inc.",0.3316,$31.72M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/ttnp
TVTY,"Tivity Health, Inc.",10.16,$492.62M,n/a,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/tvty
TLSA,Tiziana Life Sciences plc,5.64,$185M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tlsa
TMUS,"T-Mobile US, Inc.",102.31,$126.43B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tmus
TOCA,Tocagen Inc.,1.31,$31.33M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/toca
TNXP,Tonix Pharmaceuticals Holding Corp.,0.624,$32.78M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tnxp
TOPS,TOP Ships Inc.,0.1574,$43.28M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/tops
TRCH,"Torchlight Energy Resources, Inc.",0.4,$34.49M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/trch
TRMD,TORM plc,7.6,$564.94M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/trmd
TOTA,Tottenham Acquisition I Limited,10.67,$39.59M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/tota
TOTAR,Tottenham Acquisition I Limited,0.2,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/totar
TOTAU,Tottenham Acquisition I Limited,10.5,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/totau
TOTAW,Tottenham Acquisition I Limited,0.1104,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/totaw
TBLT,"ToughBuilt Industries, Inc.",0.8601,$30.73M,2018,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tblt
TBLTW,"ToughBuilt Industries, Inc.",0.05,n/a,2018,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tbltw
TSEM,Tower Semiconductor Ltd.,19.87,$2.12B,1994,Technology,Semiconductors,https://old.nasdaq.com/symbol/tsem
CLUB,"Town Sports International Holdings, Inc.",0.9101,$26.91M,2006,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/club
TOWN,Towne Bank,18.29,$1.33B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/town
TPIC,"TPI Composites, Inc.",21.22,$748.28M,2016,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tpic
TCON,"TRACON Pharmaceuticals, Inc.",2,$11M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/tcon
TSCO,Tractor Supply Company,118.45,$13.7B,1994,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/tsco
TW,Tradeweb Markets Inc.,62.53,$14.12B,2019,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/tw
TWMC,Trans World Entertainment Corp.,5.85,$10.64M,n/a,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/twmc
TACT,TransAct Technologies Incorporated,4.7001,$35.44M,1996,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/tact
TRNS,"Transcat, Inc.",25.35,$187.31M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/trns
TGA,TransGlobe Energy Corporation,0.6,$43.53M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tga
TBIO,"Translate Bio, Inc.",14.97,$941.75M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/tbio
TMDX,"TransMedics Group, Inc.",14.99,$320.21M,2019,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/tmdx
TA,TravelCenters of America Inc. ,16.19,$134.68M,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/ta
TANNI,TravelCenters of America Inc. ,23.6303,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/tanni
TANNL,TravelCenters of America Inc. ,22.58,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/tannl
TANNZ,TravelCenters of America Inc. ,23.08,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/tannz
TZOO,Travelzoo,7.26,$82.11M,n/a,Consumer Services,Advertising,https://old.nasdaq.com/symbol/tzoo
TRMT,Tremont Mortgage Trust,3.24,$26.7M,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/trmt
TRVN,"Trevena, Inc.",1.27,$136.12M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/trvn
TRVI,"Trevi Therapeutics, Inc.",4.54,$80.97M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/trvi
TPCO,Tribune Publishing Company,10.16,$371.52M,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/tpco
TCDA,"Tricida, Inc.",25.535,$1.28B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tcda
TCBK,TriCo Bancshares,28.19,$838.09M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tcbk
TDAC,Trident Acquisitions Corp.,10.67,$141.11M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/tdac
TDACU,Trident Acquisitions Corp.,10.474,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/tdacu
TDACW,Trident Acquisitions Corp.,0.2399,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/tdacw
TRIL,Trillium Therapeutics Inc.,7.64,$637.45M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tril
TRS,TriMas Corporation,23.11,$1B,2007,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/trs
TRMB,Trimble Inc.,41.13,$10.27B,1990,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/trmb
TRIB,Trinity Biotech plc,1.95,$40.76M,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/trib
TCOM,Trip.com Group Limited,27.14,$16.1B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/tcom
TRIP,"TripAdvisor, Inc.",20.41,$2.74B,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/trip
TSC,"TriState Capital Holdings, Inc.",15.42,$460.15M,2013,Finance,Major Banks,https://old.nasdaq.com/symbol/tsc
TSCAP,"TriState Capital Holdings, Inc.",23.96,$702.65M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tscap
TSCBP,"TriState Capital Holdings, Inc.",23.3866,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tscbp
TBK,"Triumph Bancorp, Inc.",23.67,$570.39M,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/tbk
TRVG,trivago N.V.,2.11,$744.86M,2016,Technology,EDP Services,https://old.nasdaq.com/symbol/trvg
TRUE,"TrueCar, Inc.",2.96,$317.52M,2014,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/true
TRUP,"Trupanion, Inc.",35.26,$1.24B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/trup
TRST,TrustCo Bank Corp NY,6.22,$599.81M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/trst
TRMK,Trustmark Corporation,24.16,$1.53B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/trmk
MEDS,"Trxade Group, Inc.",6.55,$50.45M,n/a,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/meds
TSRI,"TSR, Inc.",4.15,$8.14M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/tsri
TTEC,"TTEC Holdings, Inc.",42.91,$2B,1996,Technology,Professional Services,https://old.nasdaq.com/symbol/ttec
TTMI,"TTM Technologies, Inc.",11.28,$1.2B,2000,Technology,Electrical Products,https://old.nasdaq.com/symbol/ttmi
TC,TuanChe Limited,1.9,$144.05M,2018,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/tc
TCX,Tucows Inc.,58.63,$619.58M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/tcx
TOUR,Tuniu Corporation,1.12,$138.17M,2014,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/tour
TPTX,"Turning Point Therapeutics, Inc.",61.25,$2.53B,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tptx
HEAR,Turtle Beach Corporation,11.31,$164.82M,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/hear
THCB,Tuscan Holdings Corp.,10.1,$358.42M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thcb
THCBU,Tuscan Holdings Corp.,10.47,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thcbu
THCBW,Tuscan Holdings Corp.,0.5,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thcbw
THCA,Tuscan Holdings Corp. II,9.99,$219.66M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thca
THCAU,Tuscan Holdings Corp. II,9.89,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thcau
THCAW,Tuscan Holdings Corp. II,0.375,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thcaw
TWIN,"Twin Disc, Incorporated",5.88,$78.83M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/twin
TWST,Twist Bioscience Corporation,36.86,$1.64B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/twst
TYME,"Tyme Technologies, Inc.",1.35,$169.72M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tyme
USCR,"U S Concrete, Inc.",23.01,$383.63M,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/uscr
PRTS,"U.S. Auto Parts Network, Inc.",8.34,$324.36M,2007,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/prts
USEG,U.S. Energy Corp.,6.13,$8.58M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/useg
GROW,"U.S. Global Investors, Inc.",2.29,$34.43M,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/grow
USAU,U.S. Gold Corp.,6.2,$15.29M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/usau
USWS,"U.S. Well Services, Inc.",0.59,$46.54M,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/usws
USWSW,"U.S. Well Services, Inc.",0.06,n/a,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/uswsw
UCL,uCloudlink Group Inc.,16.53,$475.12M,2020,n/a,n/a,https://old.nasdaq.com/symbol/ucl
UFPI,"UFP Industries, Inc.",44.98,$2.75B,1993,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/ufpi
UFPT,"UFP Technologies, Inc.",43.53,$325.73M,1993,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ufpt
ULTA,"Ulta Beauty, Inc.",226.63,$12.76B,2007,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/ulta
UCTT,"Ultra Clean Holdings, Inc.",20.74,$827.53M,2004,Technology,Semiconductors,https://old.nasdaq.com/symbol/uctt
RARE,Ultragenyx Pharmaceutical Inc.,68.06,$4.07B,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rare
ULBI,Ultralife Corporation,7.15,$113.59M,1992,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ulbi
UMBF,UMB Financial Corporation,52.76,$2.54B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/umbf
UMPQ,Umpqua Holdings Corporation,11.75,$2.59B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/umpq
UNAM,Unico American Corporation,4.99,$26.48M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/unam
LATN,Union Acquisition Corp. II,9.86,$246.5M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/latn
LATNU,Union Acquisition Corp. II,10.01,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/latnu
LATNW,Union Acquisition Corp. II,0.25,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/latnw
UNB,"Union Bankshares, Inc.",18.3,$81.86M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/unb
QURE,uniQure N.V.,63.12,$2.8B,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/qure
UAL,"United Airlines Holdings, Inc.",39.66,$11.52B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/ual
UBCP,"United Bancorp, Inc.",10.4448,$59.84M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ubcp
UBOH,"United Bancshares, Inc.",18.3,$59.85M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/uboh
UBSI,"United Bankshares, Inc.",26.84,$3.48B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ubsi
UCBI,"United Community Banks, Inc.",19.64,$1.54B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ucbi
UCBIO,"United Community Banks, Inc.",24.44,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ucbio
UFCS,"United Fire Group, Inc",27.5,$687.94M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ufcs
UIHC,United Insurance Holdings Corp.,7.64,$328.39M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/uihc
UNFI,"United Natural Foods, Inc.",15.44,$827.86M,2019,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/unfi
UBFO,United Security Bancshares,6.12,$103.88M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ubfo
USLM,"United States Lime & Minerals, Inc.",67.83,$381.69M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/uslm
UTHR,United Therapeutics Corporation,115.42,$5.08B,1999,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/uthr
UG,"United-Guardian, Inc.",15.89,$73M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ug
UNIT,Uniti Group Inc.,8.62,$1.67B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/unit
UNTY,"Unity Bancorp, Inc.",14.26,$155.2M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/unty
UBX,"Unity Biotechnology, Inc.",8.44,$414.77M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ubx
OLED,Universal Display Corporation,153.92,$7.25B,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/oled
UEIC,Universal Electronics Inc.,44.54,$619.69M,1993,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/ueic
ULH,"Universal Logistics Holdings, Inc.",15.47,$416.43M,n/a,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/ulh
USAP,"Universal Stainless & Alloy Products, Inc.",7.99,$70.34M,1994,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/usap
UVSP,Univest Financial Corporation,16.07,$469.04M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/uvsp
UMRX,Unum Therapeutics Inc.,0.5499,$17.14M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/umrx
TTTN,UP Fintech China-U.S. Internet Titans ETF,34.14,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tttn
TIGR,UP Fintech Holding Limited,3.89,$549.51M,2019,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/tigr
UPLD,"Upland Software, Inc.",31.92,$807.75M,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/upld
UPWK,Upwork Inc.,11.835,$1.36B,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/upwk
UONE,"Urban One, Inc. ",1.84,$83.59M,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/uone
UONEK,"Urban One, Inc. ",0.8801,$39.98M,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/uonek
URBN,"Urban Outfitters, Inc.",17.43,$1.7B,1993,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/urbn
MYT,"Urban Tea, Inc.",0.7151,$18.72M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/myt
URGN,UroGen Pharma Ltd.,26.1,$572.51M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/urgn
UROV,Urovant Sciences Ltd.,10.97,$334.8M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/urov
ECOL,"US Ecology, Inc.",33.46,$1.05B,n/a,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/ecol
ECOLW,"US Ecology, Inc.",5.46,n/a,n/a,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/ecolw
USAK,"USA Truck, Inc.",7.21,$62.64M,1992,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/usak
USIO,"Usio, Inc.",2.06,$38.38M,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/usio
UTMD,"Utah Medical Products, Inc.",91.02,$331.53M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/utmd
UTSI,UTStarcom Holdings Corp,1.74,$62.51M,2000,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/utsi
